"id","time","outcome1","outcome2","outcome3","outcome4","outcome5"
"id_012","t0",-0.774758824246845,-0.516409886860514,0.649707991247298,2.3536837401734,-0.438896786314123
"id_012","t1",2.2975665807069,-3.16121141780438,0.715847914583074,0.724969598125169,-2.11248491657378
"id_012","t2",-1.42574395928811,-1.29343575622555,-1.14733053458478,2.11596136543464,3.13052207038726
"id_013","t0",1.24498725506249,-0.466339548534871,2.85252711862628,1.61229869658355,0.558335714524475
"id_013","t1",0.329875134001472,0.490678649656615,-1.3302057288992,-2.19286888223582,1.84130641181219
"id_013","t2",-0.708915366208542,-2.27579560330008,2.38138207976632,0.0617118280226923,0.263592514497415
"id_014","t0",1.81296145124003,3.67179023422558,0.126459506110873,-2.21164105120961,1.19127560957318
"id_014","t1",2.37572812634551,3.24091557509622,2.93260413433765,-1.23082499830256,2.31120952879557
"id_014","t2",0.0446077044925361,-0.937652782200426,1.43376284820853,-0.428350517725186,0.0963173316860572
"id_015","t0",1.39014191143896,-1.04046141320157,1.53505922131002,0.691004692086653,1.03067618997734
"id_015","t1",2.40922634467623,-0.324467230389564,0.533651216624969,-0.930022892713088,-0.610295928662886
"id_015","t2",0.205218409149629,-2.4866243594031,0.8674136360034,-1.59245036368688,-0.275935898450346
"id_016","t0",2.08107961122019,0.953216847584983,-0.442565275698155,0.241563252915368,1.75322274316626
"id_016","t1",-0.78742007046978,1.81063132539064,2.6225693851024,1.36998985442414,1.56761581332739
"id_016","t2",4.49486586905071,1.56379415353972,0.451508239878075,0.655125687272378,3.50505461649558
"id_017","t0",3.40506308695157,-0.53757831698812,-0.448239499981596,-4.39698237104595,-0.492144726315501
"id_017","t1",0.272514351794929,-0.140020849179813,1.78289659297559,-1.7612742603801,0.556136328797298
"id_017","t2",1.33642360118068,-0.25192896169101,-0.120716576699304,-3.9053734900585,-0.0528835570577499
"id_018","t0",-0.414061270732725,-2.04638809254669,-2.74498917873278,0.48647733202614,1.35125584915235
"id_018","t1",1.27969522585969,2.14433230339965,-1.54786453474865,-2.20671916720444,2.80406827928844
"id_018","t2",1.3917125301274,3.41982771071647,-0.568719740901083,0.876293800735382,1.7394304184939
"id_019","t0",-2.28175477587236,-0.321122283600541,0.554098943413702,-0.82990951175387,-1.34462521461741
"id_019","t1",-0.691254480018956,0.0481659561049647,-1.43594009120337,1.21047119716252,-0.571319891584097
"id_019","t2",-1.18370641834259,2.97593472210015,1.67143422629658,-1.06840794634916,-0.509750549219044
"id_020","t0",-3.06046906656668,1.7666527099784,-0.695991623221554,-0.0907367470646241,-1.10050370490695
"id_020","t1",-0.185734835076543,-0.0380855688011004,2.97350966723573,-0.31919418729692,-1.36849350300942
"id_020","t2",-1.79328006553727,0.301231801057807,-0.957488861752332,-1.32636709792223,-0.92844399833009
"id_021","t0",0.145284652771275,-1.48947282835718,-1.87301540795976,0.0882851138586014,2.72227562749189
"id_021","t1",1.54765120413651,3.01504531611356,-0.624141351576332,-2.70097813960713,-0.35617666966525
"id_021","t2",1.31359621452293,0.00205034377589774,0.0526267430125691,-0.776480802099204,1.504932350417
"id_022","t0",-0.359474199266363,1.58526309625629,0.273156976224041,-2.01613368874244,0.38960485397731
"id_022","t1",0.404463085112581,2.3858018944228,-0.0767161976961905,-0.359388521953732,0.59229835992229
"id_022","t2",0.615055327202721,-4.86667712420767,-1.18653157283555,-0.079371510062326,-0.697517849477599
"id_023","t0",2.93632239733116,-3.18198267021339,1.0516063200036,-1.33945093284629,0.000584950234621351
"id_023","t1",3.1662626732009,-0.485597538368996,-1.73101734917841,1.15269204474389,0.305050784563663
"id_023","t2",1.98434980707391,-1.82676388577509,-1.54814930140271,-0.452621030799729,-1.38196925391332
"id_024","t0",-2.12542753458011,2.47142640921262,-0.877844596426674,1.42692225801509,1.75455919345616
"id_024","t1",0.392852936582269,0.429549847281292,-2.85403221824446,1.27348796429127,0.427599903520488
"id_024","t2",-1.56313474454655,-1.75387866490865,2.18100955032284,0.799263727405256,3.36108770402728
"id_025","t0",0.715962796142523,1.03338620515885,1.63178804622817,-1.1739637085147,0.569398589861737
"id_025","t1",-0.826309168731331,2.25792232344983,-0.762301412097661,-2.00108044693359,0.963536546907047
"id_025","t2",0.455530237325615,2.73138398449541,-0.897979972328797,1.27092462093987,3.68024389181335
"id_026","t0",1.86588669793761,-2.82844716257724,-1.58868699307734,-0.673474631650308,0.284728392332435
"id_026","t1",0.354759750397003,1.26301639748337,-0.582499354063095,-1.27578966377828,-0.100271026686644
"id_026","t2",-3.4589160511396,-1.8488397596785,0.403537594632062,-0.0980992711187096,-2.23916728316983
"id_027","t0",-1.98616866461335,1.19257359660935,1.80298699676077,0.250983098637291,2.52888928220562
"id_027","t1",-1.45288695424057,-0.989981309034057,-0.83620608568467,-0.918810527809192,1.90031203089873
"id_027","t2",-0.655199086016109,0.199442999652756,-1.63684248360074,0.896339266351325,-1.21487344891316
"id_028","t0",0.7106305461754,1.22601252250318,4.40487463452707,1.22254325886211,-1.55813609500382
"id_028","t1",-2.0305573811672,3.05353552049939,1.05862141595208,0.629018720243586,-0.844578359408861
"id_028","t2",1.36704763681908,-0.96026762227118,-0.727122417052758,0.164998477089344,0.673162524286175
"id_029","t0",-0.362420905632426,-2.04091620446644,0.198348655612573,0.955431331959653,1.95730326149509
"id_029","t1",-1.94947692858,-2.92948884379159,-1.41238027366526,-1.02927263040294,0.0819858482628294
"id_029","t2",-1.67285567258561,-2.53958484178866,-0.53249890209533,1.07381710059843,0.344636653028233
"id_030","t0",0.690133878548427,-1.26543011949853,-0.674792931304775,-1.20147171708365,3.46192908950441
"id_030","t1",0.141228652994771,1.65673179340724,-1.8729084078363,-2.62278895989481,-4.05583160897761
"id_030","t2",-3.45330001265012,0.29874624683145,-1.52396343467617,-1.76395703600125,-1.19816848815249
"id_031","t0",2.35243556809484,-1.84208482674842,0.420321840009225,-1.49675760207867,0.207300608498113
"id_031","t1",1.57276937026129,-1.82468454259943,-1.76315601402694,-0.105412287986677,-3.21546263524848
"id_031","t2",-1.2643658190477,-0.790214911390841,3.05063982710846,1.03649331404231,-1.55604412583891
"id_032","t0",4.18641954915951,-2.32858011461516,1.84820533673009,-1.54182191684694,2.19008156555916
"id_032","t1",0.885799185619799,-1.92959967559979,2.01054403252113,0.18915963100564,3.20628561945549
"id_032","t2",1.60323791800433,2.28144609537854,-0.757825240801172,0.388995627071677,-0.69198639393858
"id_033","t0",-1.4312363705228,-0.304045252390371,-2.14947768847417,-0.144492230858885,-4.4814508451516
"id_033","t1",-1.50697027957311,3.86526069775718,-0.628907355925529,0.400489680172774,-0.59646668904736
"id_033","t2",2.24083060652866,1.78659524113652,0.338540190951777,-0.0739529255647956,-2.37564967346755
"id_034","t0",-1.63136462969142,-0.864315175823516,-0.466267009889117,-2.10959330781125,-1.79551289418797
"id_034","t1",-0.728726748455814,-1.25302066143395,-0.408021916664857,-0.62540174530629,-0.93434454577913
"id_034","t2",-5.22757589415881,-0.134335920704817,-1.43242365734398,-0.0329492173370336,-4.43294288436904
"id_035","t0",-1.9076081804271,-1.12068047364402,2.98835280083044,-1.96644838799137,2.04497667646325
"id_035","t1",-0.251960941962729,0.962154188960786,3.56677862072322,-1.03181903152905,-1.45342758507291
"id_035","t2",1.56289156422495,2.69628677637166,2.92630303143546,-3.04791131810432,1.88506954274663
"id_036","t0",0.565136355826139,-1.87325480824724,0.14619681374288,0.802389042619119,0.245841920131718
"id_036","t1",-0.345820281786827,1.98348274815727,-1.24348477505754,2.06012974552143,-1.73686843968052
"id_036","t2",2.10754782797664,-0.0190533408100887,-1.29207458445095,-0.328080416209809,0.514973061658643
"id_037","t0",-2.65709726597029,-1.60874379597012,0.0372844748969396,-1.73422279725518,-2.77367351621806
"id_037","t1",-3.6019259089044,-1.75515820010686,0.815360579833575,-1.90184344638178,0.808613822086564
"id_037","t2",-2.50674880224991,-3.9195672243656,-1.80522505771134,-2.36227149604373,-0.959190621537443
"id_038","t0",-1.74190128202789,1.09628413077628,-1.05608953432209,0.495446106412603,-1.97361307725307
"id_038","t1",-2.73576148320988,-1.3449595169805,0.773669865566926,-3.17842282990982,-1.10890332328792
"id_038","t2",-2.77293792266221,-0.658106229888478,0.0206803602149219,0.72913902940179,4.20673341099568
"id_039","t0",-0.903618877756687,-0.314733990218534,0.795673214530395,-0.293760934266656,2.31603296408323
"id_039","t1",4.10302208905542,-0.544323112830805,2.08341357298838,1.35639341682488,-1.58849323651412
"id_039","t2",1.18078281055889,-1.57855524402425,-0.0990554892560371,-1.80272276395926,-0.557199426414294
"id_040","t0",-0.835017669668814,-2.8009537031807,2.01917787661146,1.57700969282653,2.43082353529084
"id_040","t1",2.77597017936187,0.292073874127564,1.21453158320735,0.092576389015356,2.35547850289412
"id_040","t2",-2.41830865747942,-1.3708354276269,-3.03240688499282,1.80365008073074,0.358023051204784
"id_041","t0",0.539265199443286,0.829691077428639,5.14863387562312,1.53323885631092,-1.79310430823491
"id_041","t1",0.0676714156054279,-1.47326673497954,2.8040231253706,-0.962797959244623,-1.8824041567465
"id_041","t2",-1.345399704783,1.28215623171414,4.49643846709325,2.76957065566895,-0.543852218188281
"id_042","t0",-3.1067368435171,-1.09304276024456,1.98809009644653,0.0195335153102167,2.85923369362377
"id_042","t1",-4.03284637888743,0.286961322587862,0.157024050373431,0.827303689634428,-3.34463016185104
"id_042","t2",-0.441948353817978,0.209923826063805,3.26639042337766,2.44498408313115,2.74961888675196
"id_043","t0",-0.850925539069233,0.991621516180109,0.418250994665205,-0.963296699267456,0.366228929482353
"id_043","t1",-1.07827450310688,-2.03741795299817,-1.9131500208068,1.45936327314008,-1.57839223149154
"id_043","t2",-0.22193054712104,-0.363876031387191,1.25923465804044,0.748098461061508,-3.67437526535365
"id_044","t0",-0.711903225025516,-0.568028809661692,0.605377054302138,2.51145748025374,-0.553996130247095
"id_044","t1",0.426221616931766,-0.0360247149513551,-2.23431880296189,1.30564915988145,1.34124362132812
"id_044","t2",-0.986286836854011,-1.32251426354887,-1.76446991119531,0.526003931266216,-0.632842457133123
"id_045","t0",4.21418529361532,1.08576556743195,1.40774240706299,-1.37554077677854,-3.28983469750318
"id_045","t1",4.54081114069524,3.09889390982674,-0.315282986418292,0.361449812950832,-1.87549634854595
"id_045","t2",3.28354856878766,0.401643538784419,2.16214760624127,-0.836582807291189,-0.567231193456033
"id_046","t0",1.79004220586588,1.37538921386398,2.21307644282696,-1.52264439011677,3.34640584499065
"id_046","t1",-2.58516032214418,0.209541541540549,0.774042373420518,-1.00042955978032,-2.08964755708066
"id_046","t2",-0.613597465821688,-3.26496571237514,2.03611550912162,-1.43854049464872,2.30369889620534
"id_047","t0",-3.22746798516438,1.15521579954149,0.475637640268759,1.46234803534295,0.2148680706943
"id_047","t1",0.337646297637668,2.84263082587337,2.19661586867531,1.41694062480405,1.51091681487518
"id_047","t2",-0.355925969263827,0.560858661133234,0.765622367789891,0.148954919720588,-2.13611665460895
"id_048","t0",1.07607630616289,-2.37935842760168,2.80700268549802,-0.414928585249531,1.62039744693731
"id_048","t1",-0.117522722192241,-0.609214327405532,1.70576745959896,0.25379269543552,1.98130887285052
"id_048","t2",2.0831201927983,3.2031562345108,3.07379032418938,-1.22459515942965,0.585505415187293
"id_049","t0",-0.496565631900749,-2.34212056595746,0.615868033885451,0.430413850159229,2.01872501088854
"id_049","t1",-0.832495733705376,-2.6275837268899,-0.400349513383951,2.36227225403686,-0.373139156477192
"id_049","t2",0.203743416147257,-1.24591927461118,2.9517036416951,0.068993480787966,-2.9888232172678
"id_050","t0",-1.95898596481879,-0.719069046283784,-0.261934524653515,-0.19352008538386,0.987239467062518
"id_050","t1",0.617036577782325,3.09829641986483,0.984658016718007,-2.87991646187316,-0.695901721795649
"id_050","t2",-1.18232268251444,1.8651605138242,-1.17233289515245,-0.513940775303155,1.42078541733065
